Pelicula_id,Nombre,Director,Guionista,Argumento,Duración,Puntuación_IMDb,Puntuación_Rotten
tt13432484,Zeros and Ones,Abel Ferrara,Abel Ferrara,"Cuando un soldado estadounidense de servicio en Roma ve como el Vaticano vuela en pedazos, se embarca en una odisea para descubrir y defenderse de un enemigo oculto que amenaza al mundo entero.",87,3.3,Null
tt11604536,Belgaum,Om Prakash Rao,No encontrado,No encontrado,No encontrado,No encontrado,Null
tt10127708,Malnazidos,Alberto de ToroJavier Ruiz Caldera,"Jaime Marques, Cristian Conti, Manuel Martín Ferreras","Durante una misión de la guerra civil española, el capitán de la Quinta Brigada, Jan Lozano, y un conductor caen prisioneros de un pelotón enemigo. La única posibilidad de escapar es hacer frente a una misión casi imposible.",101,5.8,Null
tt24053750,Jeff Panacloc: À la poursuite de Jean-Marc,Pierre-François Martin-Laval,Daive Cohen,"Jeff is almost married. For complete happiness, only the blessing of a beloved grandmother living on the other side of the country is not enough. But the way to her is suddenly blocked by men in black. Recently, a dangerous criminal escaped from a secret laboratory - a stuffed monkey, Mark. And the best agents have been sent in search of her. Jeff and Mark find each o... Leer todo",90,5.6,Null
tt1790669,Da wu sheng,Xiaosong Gao,Jingzhi Zou,"The story of two brothers' quest for fame, love and revenge in the heyday of Shanghai opera.",108,5.2," 60"
tt2907234,Chloe and the Helicopter,Matt Mead,Matt Mead,No encontrado,6,No encontrado," 6"
tt0906778,Black Butterflies,Paula van der Oest,Greg Latter,"In Apartheid-torn South Africa, poet Ingrid Jonker (Carice van Houten) struggles tragically in search of love and a sense of home.",100,6.1," 91"
tt31215394,The Return of the Legend,Ludvig Svensson,Ludvig Svensson,"Snake is known as the best of the best, but when tasked with his hardest mission yet, he might have underestimated his assignment.... Snake wakes up from a 10 year old comatose and the only thing on his mind is revenge... someone's gonna pay.",43,9.9,Null
tt10065976,Ningen shikkaku: Dazai Osamu to 3-nin no onnatachi,Mika Ninagawa,Kaeko Hayafune,"Oguri Shun plays Dazai Osamu who is one of the more popular novelists in Japan. Like most artists he has his vulnerabilities and exposures. In this case, the man is an alcoholic and lustful nomad. In other words, while being married and having promised himself to one he has two harlots on the side.",120,5.9,Null
tt0477302,"Tan fuerte, tan cerca",Stephen Daldry,"Eric Roth, Jonathan Safran Foer","Basada en la elogiada novela del mismo título, cuenta la historia de la odisea de un chico que empieza con una pérdida desgarradora y termina con el poder curativo del auto-descubrimiento. Los trágicos sucesos del 11 de septiembre sirven como telón de fondo a este relato.",129,6.9," 45"
tt3103598,Lev stærkt,Christian E. Christiansen,"Morten Dragsted, Christian E. Christiansen",Two hard-living best friends and aficionados of illegal racing contests find their bond tested when one of them goes to trial for vehicular homicide.,86,5.5,Null
tt11117398,Nazar Kay Samnay,Gul Zaib Shakeel,"Nuzaira Imam, Gul Zaib Shakeel","Nazar ke Samnay is the story of Saleem, a young mechanic living in the neighborhood of Burns Road. He has had a massive crush on Hanna since forever - forever being when she moved to the neighborhood four years ago. Hanna is an orphan living with her aged spinster Khala and hands down, the prettiest girl on the block. Saleem enjoys admiring Hanna from afar. He feels l... Leer todo",78,No encontrado,Null
tt10127684,Bronx,Olivier Marchal,Olivier Marchal,"Atrapado en el punto de mira de la corrupción policial y las bandas en guerra de Marsella, un policía leal debe proteger a su escuadrón tomando el asunto en sus propias manos.",116,6.1," 97"
tt2635718,Battle at Beaver Creek,Brian C. Taylor,Brian C. Taylor,"100 years in the future, in a tiny town on the Yukon / Alaska border, a battle takes place that changes war forever, by changing minds.",82,5.8,Null
tt10065412,Den dag min ven ikke kom til fodbold,Katrine Majland Gornitzka,"Jarivan Ahmad, Katrine Majland Gornitzka","When his friend is expelled from the football team, a determined young enthusiast defies odds to find him. Ignored by others, he unearths truths and takes matters into his own hands, revealing the power of friendship.",13,No encontrado,Null
tt1816433,10 Things I Hate About Camping,Warren 'Waz' Bray,"Warren 'Waz' Bray, Craig Collett",No encontrado,7,6.4," 88"
tt14389674,Bulki,Oleg Asadulin,"Konstantin Trofimov, Mikhail Zubko","Tanya Babanina from Protvino near Moscow bakes masterfully and dreams of her own cafe. But to fulfill a dream, they say, you need to get out of your comfort zone.",95,4.1,Null
tt14355322,High Hopes,Ron Jäger,Ron Jäger,"For his application at a renowned film school Sandro asks his school friend Emil to help. After growing apart, Sandro has to overcome his ego to be close to Emil again.",No encontrado,No encontrado," 92"
tt1692500,The Scrapper,Michael Piotrowski,Michael Dault,"He was only a teen when his brother Syd took their parents lives. Fast forward years later, Robbie Hood lives a boring, safe life where chances are far and few. Rage builds and Robbie's life takes three turns: A bar brawling legend, an underground street fighter and a modern day, bank-robbing ""Robin Hood"". When the past comes back to haunt the young Scrapper, it'll ta... Leer todo",90,7.1," 94"
tt12440786,The Cold Fire,No encontrado,No encontrado,"Nathan Maynard, a bareknuckle boxer with a violent history is released from prison and reunites with his allies to take down the criminal underworld.",No encontrado,No encontrado," 56"
tt12888938,What If Sex Was A Sport 2021,Torstein Jacobson,Torstein Jacobson,No encontrado,No encontrado,No encontrado,Null
tt2268018,Neron,Mitesh Kumar Patel,"Julian Jay Burton, Lekhraj Patel",New mom battles the evil lurking within as her adulterous husband hides a dark secret that may lead to the human extinction.,100,2.5,Null
tt11646444,Rajveer Rahasmay Prem katha,Imran Pathan,No encontrado,No encontrado,No encontrado,No encontrado,Null
tt11779626,Zombie Fighter,Lim Jihwan,Lim Jihwan,"La humanidad se está recuperando de una epidemia zombi y un nuevo deporte llamado ""lucha zombi"" se hace popular en los barrios bajos. Un padre y una hija intentan usar el juego para escapar a la zona segura.",71,3.1,Null
tt12623724,The Trainees,Rene Fortier,Rene Fortier,No encontrado,13,No encontrado,Null
tt17062072,The Library,Jose Franco,Jose Franco,"Two strangers, a scholar and a musician meet in a Library.",No encontrado,No encontrado,Null
tt12503480,MacGAYver,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,Null
tt11034126,Detective Okert: Prehistory,Roman Stselkunov,Roman Stselkunov,Molly arrives at the place where she is trying to find her father and the only thing she finds is his watch.,No encontrado,No encontrado," 41"
tt1390397,Baseline,Brendon O'Loughlin,"Rishi Opel, Freddie Connor, Sheraiah Larcher","The Baseline is the centre of the East London grime club scene and the queue regularly stretches around the block. Danny works on the door - breaking up fights and managing drunk kids. However, when he rescues Terry, the club owner and local gang leader, from a hitman, Danny is suddenly plunged deep into an underworld he had tried so hard to avoid. Danny is promoted t... Leer todo",96,5.1," 41"
tt10652948,Undertaker,Vinod Pande,No encontrado,"Lakhpat, an undertaker for unclaimed bodies, is followed by a dead woman's young son of 6-7 years old to the cremation ground. The boy turns up at his door again at night, demanding bread to eat. Lakhpat yields and even entreats him to stay the night. Though no emotions are overtly exchanged between the two, a bond is formed.",99,8.1,Null
tt30990790,Ohsama Sentai King-Ohger vs. Kyoryuger,Kôichi Sakamoto,Kaori Kaneko,"Daigo Kiryu and Utsusemimaru set off in pursuit of Dagded, the Uchu King, who has invaded the Earth. However, in the midst of their battle with Dagded, Utsusemimaru is sent to another Earth in another time and space. He arrives on an Earth that has been invaded by the Deboth, unable to save the universe from Dagded. In order to prevent a devastated future, he heads ba... Leer todo",55,3.8,39
tt10866220,Walking Over Water,Joshy Joseph,Joshy Joseph,"""Walking Over Water"" is the story of an artist,his wife and their son, at a primary level and is constantly alluding to multiple narrative metaphors like the Golden Record of NASA, Howrah- Vidyasgaar Bridges at Calcutta.",No encontrado,No encontrado," 73"
tt14313434,L'astronaute,Nicolas Giraud,"Nicolas Giraud, Stéphane Cabel","Ingeniero aeronáutico en Ariane Espace, Jim se ha dedicado por años a un proyecto secreto: construir su propio cohete y realizar el primer vuelo espacial tripulado como aficionado. Para hacer realidad su sueño, debe aprender a compartirlo.",110,6.7," 90"
tt10092518,Hoe Dan?,Marc Eikelenboom,Marc Eikelenboom,No encontrado,No encontrado,No encontrado,Null
tt10330258,Know Your Enemy,Jelena Zickner,"Jan Maximilian Salmen, Jelena Zickner","While sitting in his locker room, a boxer is plagued by fear and self-doubt. One of his hardest fights lies ahead of him.",7,No encontrado," 95"
tt16102916,The Hunted,Rui Constantino,Rui Constantino,"Un soldado recibe la tarea de su agencia gubernamental de tomar una caja que contiene algo secreto que no puede caer en manos enemigas, todo su equipo es masacrado y se encuentra perseguido.",98,7.6," 29"
tt10038732,The Adventures of Smokey the Twink and Mark O'Rubio: The Movie,Dan Scholin,Dan Scholin,,10,No encontrado,Null
tt2149598,Bad Guys,Vincent McLean,"Vincent Mc, Lean","A gritty tale about two odious drug dealers, Sal and Mitch, on a mission to find their stolen cocaine. Follow them on their pursuit, as they leave behind a disturbing path of Chaos, Death and Destruction.",45,8.5," 88"
tt10591422,Due Date,Mushfica Masud,Mushfica Masud,,No encontrado,No encontrado," 40"
tt10217328,Jiva Shiva,Somnath Lohar,Sagar Nikam,"Jay and Vijay who are ardent followers of Chhatrapati Shivaji Maharaj, seek help from Jiva and Shiva in order to bring justice to the ordinary people and farmers of Maharashtra.",123,No encontrado,Null
tt14072204,No encontrada,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado," 88"
tt10681664,5 Cowok Jagoan: Rise of the Zombies,Anggy Umbara,"Isman H.S.Arie Kriting, Anggy Umbara",5 lifelong friends attempt to rescue a damsel in distress from gangsters and zombies in this action packed comedy.,106,6.5,Null
tt30182828,1:11,Dante Black,"Colleen Kresoja, Rachel M. Mangan",Follows two strangers who meet in a park one day and have a conversation that could change their lives.,No encontrado,No encontrado,Null
tt29265463,Emotions of a Murder,Nakia T Hamilton,Nakia T Hamilton,This film takes a cinematic perspective to show you how violence impacts more than just the victim.,80,6.3,Null
tt10469744,Cervantes Dogs,Jonathan González,Jonathan González,No encontrado,4,No encontrado,Null
tt1431045,Deadpool,Tim Miller,"Rhett Reese, Paul Wernick",Un mercenario de lengua rápida y sentido del humor mórbido es sometido a una operación clandestina que le deja con poderes de curación acelerada y en búsqueda de venganza.,108,8.0,Null
tt11280560,The Fossil Fools,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,Null
tt10275370,John Wick: Chapter 3 - Parabellum: HBO First Look,No encontrado,No encontrado,Keanu Reeves and Halle Berry star in the third installment of the action film series.,0,7.5," 89"
tt10135104,Città d'Oro,Francesco Giannini,"Derrick Adams, Francesco Giannini","The life of an impoverished Italian family of farmers is turned upside down, when their sibling Salvatore discovers one of their chickens begins uncharacteristically laying eggs of pure gold.",No encontrado,No encontrado," 91"
tt10049262,James & Pat & Dave,Theodore Boborol,"Daisy Cayanan, Marionne Dominique Mancol",It follows Pat Reyes who is a hardworking hostel manager and online vegetable seller who trains her boss' hardheaded and exiled grandson as a hostel employee.,107,4.6,Null
tt10705384,Assassin's Creed Castle Siege Smosh Games,Danny Shepherd,No encontrado,No encontrado,No encontrado,No encontrado,Null
tt10188032,Do Not Disturb,David M. Dawson,David M. Dawson,,No encontrado,No encontrado," 89"
tt12742084,Ko nezino vyrai,Robertas Kuliunas,"Rudolf Havlik, Radka TrestíkováMatas Vildzius","A well-known fashion magazine editor, an outspoken male chauvinist, is forced to reconsider his point of view when one morning he wakes up as a woman.",90,6.1," 75"
tt11909308,Size Up,Rigo Garay,Rigo Garay,"After his older brother Tone is violently murdered over a pair of sneakers, 11-year-old Noel finds himself having to choose between revenge or righteousness, throughout the course of a single night. Will Noel succumb to his surroundings or choose the right path?",15,No encontrado,Null
tt11780732,The Woman Under the Bed,Robin Sherlock Holm,Robin Sherlock Holm,No encontrado,120,No encontrado," 29"
tt31956580,One More Chance,Keysi Estrada,Keysi Estrada,No encontrado,No encontrado,No encontrado," 80"
